av_odd_h,av_odd_d,av_odd_g,av_prob_h,av_prob_d,av_prob_g,av_back,bf_odd_h,bf_odd_d,bf_odd_g,bf_prob_h,bf_prob_d,bf_prob_g,bf_back,volume_h,volume_d,volume_g,vol_ratio_h,vol_ratio_d,vol_ratio_g,shui_h,pan,shui_g,profit_h,profit_d,profit_g,pf_idx_h,pf_idx_d,pf_idx_g,hot_idx_h,hot_idx_d,hot_idx_g,qj,qs,kwin,win_cv_0,draw_cv_0,lost_cv_0,win_cv_9,draw_cv_9,lost_cv_9
2.14,3.21,3.66,44.36,29.63,26.01,95.1,2.22,3.45,3.95,45.34,29.18,25.48,100.65,473916.0,110933.0,90821.0,70.1,16.4,13.4,0.925,0.25,0.925,-376424.0,292951.0,316927.0,-56.0,43.0,47.0,58.0,-45.0,-48.0,1.0,0.0,3.0,2.908,3.095,5.695,2.523,2.657,5.136
1.93,3.47,4.11,49.35,27.47,23.18,95.18,1.98,3.65,4.6,50.69,27.5,21.82,100.37,4260132.0,105513.0,142913.0,94.5,2.3,3.2,0.975,0.5,0.875,-3926504.0,4123436.0,3851158.0,-87.0,91.0,85.0,91.0,-91.0,-86.0,1.0,0.0,3.0,3.251,3.971,7.163,2.222,3.015,6.204
1.63,3.58,6.42,58.56,26.62,14.82,95.16,1.67,3.8,7.4,60.05,26.39,13.55,100.28,1991487.0,299788.0,143602.0,81.8,12.3,5.9,1.025,0.75,0.825,-890906.0,1295683.0,1372222.0,-37.0,53.0,56.0,40.0,-54.0,-60.0,1.0,0.0,3.0,3.529,7.054,14.486,1.84,2.761,8.623
1.46,4.69,6.37,64.85,20.25,14.9,94.96,1.5,5.2,7.4,67.06,19.34,13.59,100.59,1853361.0,174196.0,196387.0,83.3,7.8,8.8,1.0,1.0,0.85,-556098.0,1318125.0,770680.0,-25.0,59.0,35.0,29.0,-61.0,-41.0,2.0,1.0,3.0,4.216,6.945,7.613,2.144,4.029,8.432
2.33,3.17,3.25,40.8,29.95,29.26,95.04,2.4,3.35,3.5,41.63,29.82,28.55,99.91,1390136.0,216318.0,103616.0,81.3,12.6,6.1,1.05,0.25,0.8,-1626257.0,985405.0,1347414.0,-95.0,58.0,79.0,99.0,-58.0,-79.0,3.0,1.0,3.0,5.339,2.432,6.848,2.74,2.27,3.625
5.12,4.13,1.62,18.55,22.96,58.49,94.89,5.7,4.4,1.67,17.52,22.69,59.79,99.86,462600.0,643599.0,6193734.0,6.3,8.8,84.8,1.025,-0.75,0.825,4663113.0,4468097.0,-3043603.0,64.0,61.0,-42.0,-66.0,-62.0,45.0,1.0,1.0,1.0,11.589,7.62,4.635,5.602,3.512,2.826
1.75,3.77,4.66,54.35,25.23,20.42,95.21,1.79,3.95,5.2,55.64,25.21,19.15,99.6,2445260.0,321665.0,310100.0,79.5,10.5,10.1,0.875,0.5,0.975,-1299990.0,1806448.0,1464505.0,-42.0,59.0,48.0,46.0,-59.0,-51.0,0.0,1.0,0.0,2.978,4.404,8.074,5.766,4.431,7.561
1.14,8.59,17.96,83.64,11.07,5.29,95.05,1.16,10.5,23.0,86.14,9.52,4.34,99.92,4886306.0,276372.0,88429.0,93.1,5.3,1.7,0.975,3.0,0.875,-417008.0,2349201.0,3217240.0,-8.0,45.0,61.0,11.0,-52.0,-68.0,1.0,2.0,0.0,2.082,11.09,22.729,1.73,8.911,13.622
1.62,3.64,6.33,58.86,26.11,15.02,95.08,1.65,3.8,7.8,60.76,26.38,12.85,100.25,591828.0,283667.0,137086.0,58.4,28.0,13.5,0.975,0.75,0.875,36065.0,-65354.0,-56690.0,4.0,-6.0,-6.0,-1.0,7.0,-10.0,1.0,1.0,1.0,2.985,4.696,10.944,2.551,4.561,9.365
3.84,3.14,2.12,24.81,30.32,44.87,95.26,4.3,3.25,2.2,23.38,30.93,45.69,100.53,127591.0,97487.0,655220.0,14.5,11.1,74.4,0.9,-0.25,0.95,331657.0,563465.0,-561186.0,38.0,64.0,-64.0,-42.0,-63.0,66.0,1.0,1.0,1.0,6.958,3.886,3.679,5.194,2.477,2.414
1.27,6.54,8.63,74.49,14.51,11.0,94.95,1.29,7.4,10.5,77.09,13.44,9.47,99.45,5578175.0,515039.0,470114.0,85.0,7.8,7.2,1.025,1.75,0.825,-632518.0,2752039.0,1627131.0,-10.0,42.0,25.0,14.0,-46.0,-35.0,4.0,2.0,3.0,2.899,6.894,13.154,2.253,6.607,9.149
2.94,3.2,2.52,32.41,29.78,37.81,95.21,3.05,3.45,2.6,32.71,28.92,38.37,99.77,254919.0,256482.0,741874.0,20.3,20.5,59.2,0.825,0.0,1.025,475772.0,368412.0,-675597.0,38.0,29.0,-54.0,-37.0,-31.0,57.0,1.0,2.0,0.0,3.794,3.134,3.672,3.722,2.972,3.336
2.79,3.23,2.61,34.09,29.45,36.46,95.09,2.9,3.45,2.76,34.59,29.07,36.34,100.31,368493.0,169994.0,321082.0,42.9,19.8,37.4,0.925,0.0,0.925,-209061.0,273090.0,-26617.0,-24.0,32.0,-3.0,26.0,-33.0,2.0,1.0,1.0,1.0,3.473,3.411,3.858,3.764,2.93,4.392
3.84,3.42,2.02,24.84,27.88,47.28,95.27,4.3,3.65,2.06,23.44,27.62,48.94,100.79,86166.0,91490.0,731638.0,9.5,10.1,80.5,1.075,-0.5,0.775,538780.0,575356.0,-597880.0,59.0,63.0,-66.0,-62.0,-64.0,70.0,0.0,2.0,0.0,8.651,4.03,7.033,4.987,3.065,2.027
1.59,3.9,5.99,59.78,24.36,15.86,95.09,1.62,4.1,6.8,61.22,24.19,14.59,99.18,1359446.0,133191.0,134683.0,83.5,8.2,8.3,0.925,0.75,0.925,-574983.0,1081237.0,711476.0,-35.0,66.0,44.0,40.0,-66.0,-48.0,0.0,1.0,0.0,5.109,5.299,10.084,2.754,2.887,7.416
1.78,3.59,4.71,53.33,26.49,20.19,95.12,1.83,3.8,5.3,54.74,26.36,18.9,100.17,2383413.0,261571.0,279030.0,81.5,8.9,9.5,0.825,0.5,1.025,-1437632.0,1930044.0,1445155.0,-49.0,66.0,49.0,53.0,-66.0,-53.0,0.0,0.0,1.0,5.335,6.558,11.087,3.393,3.211,3.904
3.33,3.17,2.3,28.58,29.98,41.44,95.15,3.7,3.25,2.32,26.79,30.49,42.72,99.12,364625.0,334048.0,583319.0,28.4,26.1,45.5,1.0,-0.25,0.85,-67121.0,196336.0,-71308.0,-5.0,15.0,-6.0,0.0,-13.0,10.0,1.0,1.0,1.0,4.726,3.032,5.917,6.873,2.326,3.814
1.96,3.44,4.03,48.64,27.71,23.64,95.19,2.04,3.55,4.3,48.8,28.04,23.15,99.55,1048696.0,186103.0,132436.0,76.7,13.6,9.7,1.05,0.5,0.8,-772105.0,706569.0,797760.0,-56.0,52.0,58.0,58.0,-51.0,-59.0,2.0,1.0,3.0,2.167,5.11,6.286,4.572,3.733,5.868
2.76,3.18,2.68,34.5,29.95,35.56,95.22,2.96,3.35,2.8,34.01,30.05,35.95,100.67,644312.0,133386.0,534043.0,49.1,10.2,40.7,0.925,0.0,0.925,-595423.0,864898.0,-183579.0,-45.0,66.0,-14.0,42.0,-66.0,14.0,0.0,0.0,1.0,2.839,2.999,4.504,7.164,3.039,6.148
2.19,3.4,3.31,43.41,27.92,28.66,94.94,2.34,3.55,3.6,43.31,28.55,28.15,101.35,786766.0,125619.0,95009.0,78.1,12.5,9.4,1.025,0.25,0.825,-833638.0,561447.0,665362.0,-83.0,56.0,66.0,80.0,-55.0,-67.0,4.0,0.0,3.0,5.51,4.531,10.639,3.228,2.825,3.445
2.25,3.32,3.24,42.08,28.61,29.31,94.85,2.36,3.5,3.5,42.58,28.71,28.71,100.49,376638.0,120810.0,202649.0,53.8,17.3,28.9,1.025,0.25,0.825,-188769.0,277262.0,-9175.0,-27.0,40.0,-1.0,28.0,-40.0,-1.0,2.0,0.0,3.0,3.857,2.427,8.651,3.609,2.496,4.469
1.48,3.97,8.05,64.22,23.97,11.81,95.08,1.51,4.3,9.8,66.43,23.33,10.24,100.31,6380569.0,665217.0,338124.0,86.4,9.0,4.6,1.025,1.0,0.825,-2250749.0,4523477.0,4070295.0,-30.0,61.0,55.0,35.0,-62.0,-61.0,2.0,0.0,3.0,3.705,6.925,14.51,2.308,3.933,9.363
2.56,3.01,3.04,37.17,31.56,31.27,95.05,2.72,3.1,3.2,36.66,32.17,31.16,99.72,444649.0,351652.0,280303.0,41.3,32.7,26.0,0.875,0.0,0.975,-132841.0,-13517.0,179634.0,-12.0,-1.0,17.0,11.0,3.0,-17.0,2.0,0.0,3.0,2.718,2.894,4.772,4.665,2.654,5.181
2.02,3.68,3.52,47.07,25.88,27.05,95.25,2.08,3.9,3.8,48.06,25.63,26.31,99.96,9048907.0,1624335.0,1810801.0,72.5,13.0,14.5,1.075,0.5,0.775,-6337683.0,6149137.0,5603000.0,-51.0,49.0,45.0,54.0,-50.0,-46.0,5.0,1.0,3.0,7.258,6.581,11.768,4.144,3.872,5.83
3.25,3.31,2.26,29.25,28.73,42.03,95.06,3.45,3.6,2.34,29.13,27.92,42.95,100.5,259414.0,274956.0,648965.0,21.9,23.2,54.8,1.025,-0.25,0.825,288357.0,193493.0,-335243.0,24.0,16.0,-28.0,-25.0,-19.0,30.0,2.0,1.0,3.0,5.618,3.042,4.125,5.746,3.314,4.047
1.22,6.44,12.72,77.79,14.75,7.47,95.0,1.24,7.4,16.5,80.47,13.48,6.05,99.78,4372036.0,262638.0,187421.0,90.7,5.4,3.9,1.1,2.25,0.75,-599230.0,2878574.0,1729649.0,-12.0,60.0,36.0,17.0,-63.0,-48.0,2.0,1.0,3.0,3.015,10.541,13.887,1.912,7.391,10.61
5.96,3.29,1.72,15.95,28.93,55.12,95.06,7.2,3.4,1.77,13.92,29.47,56.61,100.22,398368.0,453019.0,1177019.0,19.6,22.3,58.0,0.775,-0.5,1.075,-839844.0,488141.0,-54918.0,-41.0,24.0,-3.0,23.0,-23.0,5.0,1.0,1.0,1.0,12.438,4.668,3.077,7.057,2.26,2.431
1.2,7.17,12.59,79.26,13.21,7.52,94.74,1.22,8.0,17.5,81.82,12.48,5.7,99.82,3190859.0,116655.0,88704.0,94.0,3.4,2.6,1.1,2.5,0.75,-496630.0,2462978.0,1843898.0,-15.0,73.0,54.0,19.0,-74.0,-65.0,2.0,0.0,3.0,1.971,11.011,16.61,1.932,7.6,14.461
1.48,4.11,7.47,64.2,23.1,12.71,94.98,1.49,4.3,9.8,66.73,23.12,10.15,99.43,1249899.0,122506.0,293385.0,75.0,7.4,17.6,0.975,1.0,0.875,-196560.0,1139014.0,-1209383.0,-12.0,68.0,-73.0,17.0,-68.0,39.0,0.0,1.0,0.0,3.821,5.298,14.045,2.43,4.25,10.797
10.56,6.23,1.25,8.97,15.2,75.83,94.69,13.0,7.2,1.28,7.71,13.93,78.36,100.23,110128.0,108681.0,2568320.0,4.0,3.9,92.1,1.1,-2.0,0.75,1355465.0,2004626.0,-500321.0,49.0,72.0,-18.0,-56.0,-74.0,22.0,2.0,3.0,0.0,13.16,10.749,3.054,8.857,6.332,2.041
2.13,3.31,3.51,44.46,28.58,26.95,94.65,2.2,3.5,3.8,45.3,28.47,26.23,99.66,2086126.0,476138.0,781655.0,62.4,14.2,23.4,0.9,0.25,0.95,-1245558.0,1677436.0,373630.0,-37.0,50.0,11.0,40.0,-50.0,-13.0,2.0,1.0,3.0,4.33,4.101,8.946,3.171,3.903,5.493
1.64,4.24,6.16,60.48,23.41,16.11,99.29,1.75,4.2,5.4,57.45,23.94,18.62,100.54,1267268.0,170568.0,363325.0,70.4,9.5,20.2,0.75,0.5,1.1,-416558.0,1084776.0,-160794.0,-23.0,60.0,-9.0,16.0,-60.0,25.0,1.0,1.0,1.0,5.992,21.513,55.66,7.098,21.66,64.79
3.73,3.13,2.14,25.44,30.26,44.29,94.85,3.95,3.3,2.26,25.35,30.34,44.31,100.13,94744.0,67954.0,625363.0,12.0,8.6,79.4,0.95,-0.25,0.9,413822.0,563813.0,-625259.0,53.0,72.0,-79.0,-53.0,-72.0,79.0,1.0,1.0,1.0,10.255,3.635,6.036,4.232,3.357,2.809
2.54,3.46,2.7,37.35,27.46,35.2,94.98,2.7,3.6,2.88,37.21,27.91,34.88,100.47,1121765.0,240283.0,796312.0,52.0,11.1,36.9,0.875,0.0,0.975,-870406.0,1293341.0,-135019.0,-40.0,60.0,-6.0,39.0,-59.0,5.0,0.0,0.0,1.0,5.343,5.366,4.512,4.845,3.44,4.897
1.78,3.61,4.67,53.42,26.26,20.32,94.9,1.81,3.95,5.1,55.15,25.27,19.57,99.82,1695209.0,180722.0,191141.0,82.0,8.7,9.2,0.825,0.5,1.025,-1001256.0,1353220.0,1092253.0,-48.0,65.0,53.0,54.0,-67.0,-54.0,3.0,3.0,1.0,7.445,5.458,10.105,3.588,4.209,7.667
1.88,3.4,4.38,50.38,27.95,21.66,94.92,1.92,3.65,4.8,51.92,27.31,20.77,99.69,2358574.0,404925.0,285706.0,77.4,13.3,9.4,0.925,0.5,0.925,-1479257.0,1571229.0,1677816.0,-49.0,52.0,55.0,54.0,-52.0,-57.0,1.0,0.0,3.0,8.522,3.391,11.955,2.339,3.103,6.423
2.85,3.31,2.52,33.44,28.72,37.84,95.21,2.98,3.55,2.64,33.69,28.28,38.03,100.4,768555.0,762829.0,879366.0,31.9,31.6,36.5,0.825,0.0,1.025,120456.0,-297293.0,89224.0,5.0,-12.0,4.0,-5.0,10.0,-4.0,1.0,3.0,0.0,3.108,3.696,3.093,4.612,2.866,4.698
2.46,3.09,3.11,38.69,30.75,30.56,95.15,2.62,3.25,3.25,38.28,30.86,30.86,100.29,289280.0,204492.0,334015.0,34.9,24.7,40.4,0.825,0.0,1.025,69873.0,163188.0,-257762.0,8.0,20.0,-31.0,-10.0,-20.0,32.0,0.0,0.0,1.0,3.739,2.87,6.747,4.546,3.291,4.051
2.98,3.03,2.6,31.97,31.43,36.6,95.25,3.15,3.15,2.72,31.66,31.66,36.67,99.73,136175.0,153605.0,326052.0,22.1,24.9,52.9,0.875,0.0,0.975,186881.0,131976.0,-271029.0,30.0,21.0,-44.0,-31.0,-21.0,45.0,0.0,1.0,0.0,3.67,3.345,5.463,4.696,2.754,4.397
1.56,3.68,7.18,60.98,25.79,13.23,94.95,1.59,3.9,9.0,63.12,25.73,11.15,100.36,3096747.0,325266.0,192894.0,85.7,9.0,5.3,1.025,0.75,0.825,-1308921.0,2346370.0,1878861.0,-36.0,65.0,52.0,40.0,-65.0,-60.0,3.0,2.0,3.0,2.451,5.761,11.885,2.397,4.108,10.349
2.2,3.15,3.58,43.27,30.16,26.57,95.12,2.22,3.35,3.95,44.95,29.79,25.26,99.79,966572.0,123577.0,160998.0,77.3,9.9,12.9,0.925,0.25,0.925,-894643.0,837164.0,615205.0,-71.0,67.0,49.0,79.0,-67.0,-52.0,0.0,0.0,1.0,3.761,3.293,6.003,3.238,3.096,4.355
2.09,3.2,3.88,45.63,29.78,24.59,95.37,2.2,3.2,4.3,45.47,31.26,23.27,100.03,1426649.0,234794.0,266585.0,74.0,12.2,13.8,0.9,0.25,0.95,-1210600.0,1176687.0,781712.0,-63.0,61.0,41.0,62.0,-59.0,-44.0,2.0,1.0,3.0,5.7,4.769,12.262,6.933,5.145,10.035
1.19,7.23,13.29,79.68,13.17,7.16,95.15,1.21,8.2,19.5,82.67,12.2,5.13,100.03,5228766.0,107516.0,122555.0,95.8,2.0,2.2,1.05,2.5,0.8,-867970.0,4577206.0,3069015.0,-16.0,84.0,56.0,20.0,-85.0,-69.0,3.0,4.0,0.0,1.853,10.533,17.216,1.858,5.753,12.145
1.87,3.64,4.12,50.83,26.11,23.06,95.08,1.92,3.9,4.5,52.11,25.65,22.23,100.05,1038043.0,220703.0,242698.0,69.1,14.7,16.2,0.925,0.5,0.925,-491599.0,640702.0,409303.0,-33.0,43.0,27.0,36.0,-44.0,-30.0,2.0,1.0,3.0,4.862,6.241,14.154,4.033,3.659,6.501
3.18,3.61,2.18,29.97,26.41,43.62,95.25,3.3,3.85,2.3,30.38,26.04,43.58,100.25,269189.0,217497.0,759159.0,21.6,17.5,60.9,0.975,-0.25,0.875,357521.0,408482.0,-500221.0,29.0,33.0,-40.0,-28.0,-34.0,40.0,2.0,2.0,1.0,5.105,3.606,4.414,3.544,5.575,3.507
4.98,4.49,1.59,19.09,21.18,59.72,95.15,5.6,4.7,1.63,17.77,21.17,61.05,99.51,374973.0,202587.0,2198931.0,13.5,7.3,79.2,0.95,-0.75,0.9,676642.0,1824332.0,-807767.0,24.0,66.0,-29.0,-29.0,-66.0,33.0,2.0,4.0,0.0,9.937,6.902,2.753,5.721,3.986,2.568
2.17,3.1,3.78,43.95,30.8,25.25,95.35,2.24,3.2,4.1,44.52,31.16,24.32,99.72,1981144.0,468071.0,464030.0,68.0,16.1,15.9,0.95,0.25,0.9,-1524518.0,1415418.0,1010722.0,-52.0,49.0,35.0,55.0,-48.0,-37.0,1.0,0.0,3.0,6.022,3.168,7.755,4.491,2.366,5.686
6.73,4.7,1.45,14.16,20.24,65.61,95.23,7.4,5.3,1.49,13.58,18.96,67.45,100.49,591582.0,251719.0,3380214.0,14.0,6.0,80.0,0.975,-1.0,0.875,-154192.0,2889404.0,-813004.0,-4.0,68.0,-19.0,-1.0,-71.0,22.0,3.0,0.0,3.0,9.286,6.627,2.568,8.255,5.273,3.04
1.42,4.63,7.86,67.3,20.58,12.12,95.27,1.46,4.9,9.6,68.96,20.55,10.49,100.68,502178.0,98156.0,72110.0,74.7,14.6,10.7,0.925,1.0,0.925,-60736.0,191480.0,-19812.0,-9.0,28.0,-3.0,11.0,-29.0,-12.0,3.0,0.0,3.0,2.057,5.504,11.997,2.72,3.52,10.27
2.26,3.32,3.26,42.12,28.7,29.19,95.26,2.34,3.55,3.4,42.6,28.08,29.32,99.68,1172826.0,134640.0,185692.0,78.5,9.0,12.4,1.025,0.25,0.825,-1251255.0,1015186.0,861805.0,-84.0,68.0,58.0,86.0,-69.0,-57.0,2.0,2.0,1.0,10.288,4.901,7.895,2.201,2.508,5.246
3.08,3.3,2.37,30.9,28.89,40.21,95.21,3.25,3.55,2.44,30.79,28.19,41.02,100.07,1285329.0,792756.0,1554597.0,35.4,21.8,42.8,1.1,-0.25,0.75,-544637.0,818398.0,-160535.0,-15.0,23.0,-4.0,14.0,-24.0,6.0,1.0,1.0,1.0,7.445,3.713,5.131,3.382,3.099,4.312
2.22,3.17,3.53,42.92,30.09,26.99,95.31,2.24,3.25,4.0,44.46,30.64,24.9,99.59,2077666.0,245872.0,167965.0,83.4,9.9,6.7,0.95,0.25,0.9,-2162469.0,1692419.0,1819643.0,-87.0,68.0,73.0,94.0,-67.0,-75.0,1.0,1.0,1.0,6.565,5.428,11.977,4.924,2.609,6.162
1.38,4.96,8.19,69.18,19.19,11.63,95.24,1.41,5.5,9.8,71.42,18.31,10.28,100.7,1256136.0,163781.0,88986.0,83.2,10.9,5.9,1.025,1.25,0.825,-262249.0,608108.0,636840.0,-17.0,40.0,42.0,20.0,-43.0,-49.0,1.0,0.0,3.0,1.922,5.486,13.118,2.267,4.471,9.443
1.65,3.77,5.63,57.76,25.32,16.92,95.34,1.69,4.0,6.4,59.29,25.05,15.66,100.2,1067965.0,134799.0,150474.0,78.9,10.0,11.1,1.1,0.75,0.75,-451623.0,814042.0,390204.0,-33.0,60.0,29.0,37.0,-61.0,-34.0,1.0,3.0,0.0,4.674,3.86,12.73,2.998,3.83,6.662
2.14,3.44,3.43,44.48,27.69,27.83,95.31,2.26,3.65,3.45,43.97,27.23,28.8,99.37,1712892.0,347905.0,399674.0,69.6,14.1,16.2,0.95,0.25,0.9,-1410665.0,1190618.0,1081596.0,-57.0,48.0,44.0,57.0,-49.0,-42.0,2.0,1.0,3.0,3.926,3.776,8.648,4.19,3.576,5.173
1.87,3.64,4.19,51.08,26.18,22.74,95.26,1.93,3.8,4.6,51.88,26.35,21.77,100.13,4435095.0,426440.0,757783.0,78.9,7.6,13.5,0.925,0.5,0.925,-2940415.0,3998846.0,2133516.0,-52.0,71.0,38.0,55.0,-71.0,-41.0,2.0,1.0,3.0,5.706,4.39,8.657,3.685,3.522,4.422
2.86,3.31,2.49,33.22,28.67,38.12,95.01,3.1,3.5,2.58,32.39,28.69,38.92,100.41,595659.0,484883.0,1454267.0,23.5,19.1,57.4,0.825,0.0,1.025,688266.0,837719.0,-1217200.0,27.0,33.0,-48.0,-29.0,-33.0,50.0,1.0,0.0,3.0,4.813,5.012,5.717,5.163,3.718,4.205
1.67,3.88,5.19,57.07,24.57,18.36,95.24,1.73,4.2,5.8,58.47,24.09,17.44,101.15,1331697.0,104804.0,92712.0,87.1,6.9,6.1,1.1,0.75,0.75,-774623.0,1089036.0,991483.0,-51.0,71.0,65.0,53.0,-72.0,-67.0,2.0,0.0,3.0,2.205,4.585,7.318,2.914,4.368,4.999
2.43,2.96,3.32,39.19,32.17,28.64,95.17,2.6,3.1,3.4,38.41,32.22,29.37,99.87,266840.0,318363.0,144287.0,36.6,43.6,19.8,0.825,0.0,1.025,35706.0,-257435.0,238914.0,5.0,-35.0,33.0,-7.0,36.0,-31.0,2.0,4.0,0.0,5.174,4.635,6.374,4.075,2.411,5.777
2.42,3.04,3.25,39.4,31.29,29.31,95.15,2.48,3.2,3.5,40.26,31.21,28.53,99.84,181306.0,72930.0,96359.0,51.7,20.8,27.5,0.775,0.0,1.075,-99044.0,117219.0,13339.0,-28.0,33.0,4.0,31.0,-34.0,-6.0,3.0,0.0,3.0,3.748,4.824,6.473,3.076,2.374,5.637
1.59,4.17,5.52,59.86,22.88,17.26,95.34,1.63,4.4,6.4,61.53,22.8,15.67,100.29,3836781.0,462393.0,737885.0,76.2,9.2,14.6,0.95,0.75,0.9,-1216894.0,3002530.0,314595.0,-24.0,60.0,6.0,27.0,-60.0,-15.0,2.0,0.0,3.0,2.783,6.917,12.518,4.06,3.316,6.768
1.86,3.58,4.33,51.27,26.68,22.05,95.39,1.9,3.85,4.7,52.69,26.0,21.3,100.11,2298457.0,187288.0,261917.0,83.7,6.8,9.5,0.9,0.5,0.95,-1619406.0,2026603.0,1516652.0,-59.0,74.0,55.0,63.0,-74.0,-57.0,1.0,0.0,3.0,4.503,3.137,7.969,6.522,4.107,9.309
5.19,3.32,1.79,18.3,28.6,53.09,95.04,5.5,3.5,1.88,18.19,28.59,53.22,100.04,82353.0,89817.0,592471.0,10.8,11.7,77.5,0.875,-0.5,0.975,311700.0,450282.0,-349205.0,41.0,59.0,-46.0,-41.0,-59.0,46.0,1.0,1.0,1.0,9.496,3.534,3.449,6.434,2.705,3.087
1.22,6.65,12.57,78.09,14.33,7.58,95.27,1.25,7.2,15.0,79.56,13.81,6.63,99.45,4093311.0,127481.0,105844.0,94.6,2.9,2.4,1.0,2.0,0.85,-790003.0,3408773.0,2738976.0,-18.0,79.0,63.0,21.0,-79.0,-68.0,2.0,0.0,3.0,2.394,8.142,19.684,2.408,5.233,11.595
3.57,3.44,2.08,26.65,27.67,45.68,95.16,3.85,3.65,2.14,25.95,27.37,46.68,99.91,405895.0,281069.0,1461602.0,18.9,13.1,68.0,0.875,-0.25,0.975,585870.0,1122664.0,-979262.0,27.0,52.0,-46.0,-29.0,-53.0,49.0,1.0,1.0,1.0,6.547,4.564,6.053,4.757,3.158,3.944
2.86,3.42,2.44,33.25,27.77,38.98,95.02,3.05,3.6,2.52,32.71,27.71,39.58,99.77,566801.0,599029.0,2126695.0,17.2,18.2,64.6,0.775,0.0,1.075,1563782.0,1136021.0,-2066746.0,48.0,35.0,-63.0,-48.0,-34.0,66.0,3.0,0.0,3.0,4.745,4.373,5.073,3.879,4.074,3.803
2.69,2.86,3.01,35.33,33.2,31.47,94.88,2.82,3.05,3.15,35.46,32.79,31.75,100.0,658565.0,504893.0,767207.0,34.1,26.2,39.7,0.925,0.0,0.925,73512.0,390741.0,-486037.0,4.0,20.0,-25.0,-3.0,-21.0,26.0,1.0,1.0,1.0,7.051,3.726,10.213,4.202,2.965,4.09
1.37,4.43,10.75,69.62,21.52,8.86,95.3,1.39,4.8,13.5,71.81,20.8,7.39,99.82,3344441.0,269512.0,79572.0,90.5,7.3,2.2,0.975,1.25,0.875,-955248.0,2399868.0,2619303.0,-26.0,65.0,71.0,30.0,-66.0,-76.0,3.0,0.0,3.0,3.507,5.766,19.651,3.077,3.977,8.982
2.1,3.52,3.44,45.32,27.03,27.66,95.2,2.16,3.75,3.7,46.3,26.67,27.03,100.01,1185353.0,165418.0,261130.0,73.5,10.3,16.2,0.875,0.25,0.975,-948462.0,991584.0,645720.0,-59.0,62.0,40.0,62.0,-62.0,-41.0,1.0,1.0,1.0,3.866,4.304,4.317,2.782,3.755,6.16
1.69,3.97,4.87,56.36,24.06,19.58,95.44,1.73,4.4,5.1,57.72,22.7,19.58,99.86,972395.0,88605.0,151219.0,80.2,7.3,12.5,1.1,0.75,0.75,-470024.0,822357.0,441002.0,-39.0,68.0,36.0,42.0,-70.0,-36.0,2.0,3.0,0.0,3.889,5.535,7.712,3.455,4.343,7.639
7.34,4.98,1.4,12.94,19.09,67.97,95.0,8.2,5.4,1.45,12.23,18.58,69.19,100.29,287892.0,371092.0,4500181.0,5.6,7.2,87.2,0.9,-1.0,0.95,2798451.0,3155268.0,-1366098.0,54.0,61.0,-26.0,-57.0,-62.0,28.0,0.0,4.0,0.0,14.168,5.926,4.329,8.718,5.395,2.78
1.69,3.96,4.83,56.24,24.04,19.72,95.23,1.72,4.3,5.3,57.99,23.19,18.82,99.74,3352265.0,265193.0,352557.0,84.4,6.7,8.9,1.075,0.75,0.775,-1795881.0,2829685.0,2101463.0,-45.0,71.0,53.0,50.0,-72.0,-55.0,4.0,4.0,1.0,4.642,5.574,6.867,3.408,4.125,7.779
9.44,5.87,1.29,10.05,16.16,73.79,94.9,11.5,6.6,1.31,8.68,15.12,76.2,99.82,354888.0,559427.0,9519489.0,3.4,5.4,91.2,1.1,-1.75,0.75,6352592.0,6741586.0,-2036726.0,61.0,65.0,-20.0,-66.0,-67.0,24.0,0.0,1.0,0.0,22.899,11.617,3.372,7.287,5.54,3.145
1.73,3.55,5.3,55.19,26.84,17.98,95.26,1.79,3.7,5.9,55.95,27.07,16.98,100.15,1710121.0,298984.0,154103.0,79.1,13.8,7.1,0.875,0.5,0.975,-897909.0,1056967.0,1254000.0,-41.0,49.0,58.0,43.0,-49.0,-60.0,1.0,2.0,0.0,4.117,4.132,11.326,3.818,3.068,8.124
1.46,4.59,6.72,65.1,20.75,14.15,95.12,1.48,4.8,8.2,67.17,20.71,12.12,99.41,2261668.0,225520.0,238020.0,83.0,8.3,8.7,0.95,1.0,0.9,-622061.0,1642712.0,773444.0,-23.0,60.0,28.0,27.0,-60.0,-38.0,2.0,0.0,3.0,3.791,5.849,11.641,2.729,5.012,6.966
2.02,3.43,3.81,47.21,27.76,25.03,95.23,2.04,3.65,4.1,48.63,27.18,24.19,99.21,5819854.0,440245.0,565188.0,85.3,6.5,8.3,1.05,0.5,0.8,-5047215.0,5218393.0,4508016.0,-74.0,76.0,66.0,81.0,-77.0,-67.0,1.0,0.0,3.0,3.861,3.644,8.48,3.492,3.707,3.621
1.9,3.42,4.37,50.25,27.92,21.83,95.42,1.95,3.55,5.0,51.57,28.32,20.11,100.56,2404121.0,396556.0,374902.0,75.7,12.5,11.8,0.95,0.5,0.9,-1512457.0,1767805.0,1301069.0,-48.0,56.0,41.0,51.0,-55.0,-46.0,0.0,0.0,1.0,3.192,4.276,7.629,3.255,2.517,5.694
